"id","genero","edad","ocup","cp","len_cp"
"2369","M","35","14","06040","5"
"2370","M","50","1","13215","5"
"2371","F","35","7","06082","5"
"2372","F","45","7","01602","5"
"2373","M","45","7","94109","5"
"2374","M","25","14","94404","5"
"2375","F","50","7","13027","5"
"2376","M","25","1","13210","5"
"2377","M","35","0","06108","5"
"2378","M","25","3","75150","5"
"2379","M","18","18","13045","5"
"2380","M","25","4","22903","5"
"2381","F","35","9","13066","5"
"2382","M","50","13","59715","5"
"2383","F","25","14","95125","5"
"2384","M","35","17","62034","5"
"2385","F","45","2","01545","5"
"2386","F","25","0","06040","5"
"2387","M","25","17","32224","5"
"2388","M","56","5","06082","5"
"2389","M","25","16","37922","5"
"2390","F","25","6","33076","5"
"2391","M","50","18","13126","5"
"2392","F","56","3","06040","5"
"2393","M","56","13","13123","5"
"2394","M","35","6","37923","5"
"2395","M","35","7","08021","5"
"2396","F","18","0","22102","5"
"2397","F","35","11","43201","5"
"2398","M","25","0","98122","5"
"2399","M","35","17","11355","5"
"2400","F","25","16","95687","5"
"2401","M","25","4","22901","5"
"2402","M","45","17","32024","5"
"2403","M","18","4","37743","5"
"2404","M","18","7","64055","5"
"2405","M","50","8","78065","5"
"2406","F","56","12","01520","5"
"2407","M","35","16","11358","5"
"2408","F","45","1","01609","5"
"2409","F","35","9","06074","5"
"2410","M","56","7","06071","5"
"2411","F","35","14","01536","5"
"2412","M","56","13","01501","5"
"2413","F","56","7","06118","5"
"2414","M","25","1","49503","5"
"2415","M","25","7","22407","5"
"2416","M","45","7","01531","5"
"2417","M","45","1","53045","5"
"2418","F","1","10","06074","5"
"2419","M","25","0","06096","5"
"2420","M","50","7","37938","5"
"2421","M","35","7","44306","5"
"2422","F","50","9","02865","5"
"2423","F","45","9","01520","5"
"2424","M","25","17","95035","5"
"2425","F","35","14","45243","5"
"2426","M","56","0","01606","5"
"2427","F","25","14","94010","5"
"2428","M","45","17","45255","5"
"2429","M","25","2","22903","5"
"2430","M","25","4","22902","5"
"2431","F","25","4","22903","5"
"2432","M","25","4","22903","5"
"2433","M","25","4","22903","5"
"2434","M","25","4","22901","5"
"2435","M","25","4","22903","5"
"2436","M","25","7","22902","5"
"2437","M","25","4","22923","5"
"2438","M","35","1","22903","5"
"2439","M","45","17","48105","5"
"2440","M","50","17","01430","5"
"2441","F","45","6","42406","5"
"2442","M","35","17","36830","5"
"2443","F","35","0","49464","5"
"2444","F","45","4","42420","5"
"2445","M","25","0","48104","5"
"2446","M","18","7","10038","5"
"2447","M","25","14","03051","5"
"2448","M","35","6","37932","5"
"2449","M","56","13","37922","5"
"2450","M","45","16","01612","5"
"2451","M","45","12","37853","5"
"2452","M","45","7","01545","5"
"2453","M","25","7","55429","5"
"2454","M","18","0","97005","5"
"2455","M","35","7","48197","5"
"2456","M","25","5","48103","5"
"2457","M","25","0","60656","5"
"2458","M","25","7","85040","5"
"2459","M","50","7","44313","5"
"2460","F","50","1","36067","5"
"2461","M","18","4","98117","5"
"2462","M","35","1","44303","5"
"2463","M","25","7","33916","5"
"2464","F","18","4","44106","5"
"2465","M","50","6","44333","5"
"2466","M","25","15","94303","5"
"2467","M","1","10","44224","5"
"2468","M","50","1","44240","5"
"2469","M","25","4","90048","5"
"2470","M","35","18","52001","5"
"2471","M","50","13","98683","5"
"2472","M","25","18","37922","5"
"2473","M","25","12","98105","5"
"2474","M","25","12","83815","5"
"2475","F","25","18","98115","5"
"2476","M","50","12","78703","5"
"2477","M","45","0","42420","5"
"2478","M","50","1","37922","5"
"2479","F","25","1","23454","5"
"2480","F","18","20","94410","5"
"2481","M","35","14","03054","5"
"2482","F","50","3","37772","5"
"2483","M","56","13","90503","5"
"2484","M","45","5","31901","5"
"2485","M","35","14","95746","5"
"2486","M","18","12","98105","5"
"2487","M","45","7","55438","5"
"2488","F","45","2","31804","5"
"2489","F","35","9","37843","5"
"2490","M","25","12","94703","5"
"2491","M","35","7","22904","5"
"2492","F","45","2","37924","5"
"2493","M","45","2","90631","5"
"2494","M","18","4","52003","5"
"2495","F","18","4","56401","5"
"2496","M","50","1","37932","5"
"2497","F","50","14","37922","5"
"2498","M","56","18","70817","5"
"2499","M","50","0","36109","5"
"2500","M","56","1","29672","5"
"2501","M","25","15","37923","5"
"2502","M","56","13","49423","5"
"2503","M","35","17","19360","5"
"2504","M","25","7","98115","5"
"2505","M","25","7","55405","5"
"2506","F","25","14","98225","5"
"2507","M","25","4","94107","5"
"2508","F","35","3","77429","5"
"2509","M","25","5","36109","5"
"2510","M","25","7","37930","5"
"2511","M","25","7","15209","5"
"2512","F","45","14","36109","5"
"2513","M","56","1","37922","5"
"2514","M","56","14","37922","5"
"2515","M","45","12","37914","5"
"2516","F","45","6","37909","5"
"2517","F","35","9","53806","5"
"2518","M","25","7","11793","5"
"2519","F","45","2","14850","5"
"2520","F","56","2","95448","5"
"2521","M","35","17","49424","5"
"2522","M","18","11","60614","5"
"2523","M","25","17","49423","5"
"2524","F","56","9","38558","5"
"2525","F","35","1","37922","5"
"2526","M","56","13","37923","5"
"2527","M","35","15","36109","5"
"2528","M","56","0","37922","5"
"2529","F","35","9","95903","5"
"2530","M","18","0","42420","5"
"2531","F","45","7","52003","5"
"2532","F","56","13","37917","5"
"2533","F","25","3","49423","5"
"2534","F","50","6","37922","5"
"2535","F","56","2","03431","5"
"2536","M","56","13","37830","5"
"2537","M","35","11","37620","5"
"2538","M","56","13","37923","5"
"2539","M","35","7","32444","5"
"2540","F","45","6","42420","5"
"2541","F","35","5","49424","5"
"2542","F","45","13","37922","5"
"2543","F","35","0","42420","5"
"2544","M","45","1","52001","5"
"2545","M","56","13","37830","5"
"2546","F","56","13","37931","5"
"2547","F","35","0","37920","5"
"2548","F","35","6","37919","5"
"2549","M","56","13","37938","5"
"2550","M","50","7","37931","5"
"2551","M","25","12","98133","5"
"2552","F","25","9","29369","5"
"2553","M","25","7","29369","5"
"2554","M","25","1","97405","5"
"2555","M","56","7","10522","5"
"2556","M","25","4","02430","5"
"2557","F","18","19","02452","5"
"2558","M","56","17","53061","5"
"2559","M","18","10","53207","5"
"2560","F","45","6","84318","5"
"2561","M","25","15","06460","5"
"2562","M","18","0","98021","5"
"2563","M","45","13","53132","5"
"2564","F","35","20","43230","5"
"2565","M","35","5","34786","5"
"2566","M","35","17","94022","5"
"2567","M","25","0","06451","5"
"2568","M","25","17","31311","5"
"2569","M","45","0","45248","5"
"2570","F","56","14","95005","5"
"2571","M","35","17","20151","5"
"2572","M","35","14","75005","5"
"2573","M","45","16","94536","5"
"2574","M","50","6","06511","5"
"2575","M","35","7","76248","5"
"2576","M","18","17","97030","5"
"2577","M","25","7","77099","5"
"2578","M","50","7","94107","5"
"2579","M","35","15","91411","5"
"2580","F","45","1","12538","5"
"2581","M","25","11","60611","5"
"2582","F","25","1","97201","5"
"2583","M","35","7","19610","5"
"2584","F","56","1","94563","5"
"2586","M","25","20","46802","5"
"2587","M","35","7","55124","5"
"2588","F","56","13","78737","5"
"2589","M","25","0","19004","5"
"2590","M","18","4","94044","5"
"2591","M","18","1","50310","5"
"2593","M","56","16","95816","5"
"2594","M","35","7","31047","5"
"2595","M","18","4","15213","5"
"2596","M","50","7","48152","5"
"2597","F","50","0","95616","5"
"2598","M","25","17","20866","5"
"2599","M","25","12","53154","5"
"2600","M","25","14","19312","5"
"2601","M","35","16","27613","5"
"2602","M","45","12","92104","5"
"2603","M","25","17","19126","5"
"2604","M","25","0","45459","5"
"2605","M","35","7","75013","5"
"2606","M","50","7","34285","5"
"2607","F","56","0","48178","5"
"2608","F","25","1","10025","5"
"2609","F","50","12","55391","5"
"2610","M","45","7","48322","5"
"2611","M","25","3","07719","5"
"2612","F","45","3","94560","5"
"2613","M","35","1","92120","5"
"2614","M","25","7","15205","5"
"2615","M","25","7","21029","5"
"2616","M","35","7","02657","5"
"2617","F","45","15","60081","5"
"2618","F","18","4","53538","5"
"2619","M","35","12","95677","5"
"2620","M","18","4","47306","5"
"2621","M","18","0","46304","5"
"2622","F","35","6","27516","5"
"2623","M","56","1","30345","5"
"2624","F","35","0","44313","5"
"2625","M","35","7","61910","5"
"2626","M","56","1","04056","5"
"2627","M","25","1","06877","5"
"2628","F","25","2","11217","5"
"2629","M","25","11","15237","5"
"2630","F","18","5","78704","5"
"2631","F","50","1","14850","5"
"2632","M","56","0","43528","5"
"2633","F","35","9","07728","5"
"2634","M","56","1","15701","5"
"2635","M","35","0","06403","5"
"2636","M","18","12","78750","5"
"2637","F","35","20","44303","5"
"2638","M","25","14","06405","5"
"2639","F","25","6","80236","5"
"2640","M","35","12","78230","5"
"2641","M","25","6","19428","5"
"2642","M","25","0","33073","5"
"2643","M","45","17","99005","5"
"2644","M","18","15","45215","5"
"2645","M","25","7","60657","5"
"2646","M","45","17","18049","5"
"2647","F","35","11","15116","5"
"2648","M","25","17","27707","5"
"2649","M","25","16","80126","5"
"2650","M","45","7","75080","5"
"2651","M","56","14","11779","5"
"2652","M","35","20","84010","5"
"2653","M","25","7","94109","5"
"2654","F","35","9","48336","5"
"2655","M","35","7","66224","5"
"2656","M","56","13","32837","5"
"2657","F","1","10","47403","5"
"2658","M","25","7","60115","5"
"2659","M","35","14","01060","5"
"2660","M","56","17","28704","5"
"2661","M","56","13","19312","5"
"2662","M","25","17","02021","5"
"2663","F","25","4","02215","5"
"2664","M","35","7","52402","5"
"2665","M","35","11","98443","5"
"2666","M","45","16","63128","5"
"2667","F","35","6","08043","5"
"2668","F","25","4","94110","5"
"2669","M","45","0","24541","5"
"2670","M","35","6","94598","5"
"2671","F","35","12","54220","5"
"2672","M","35","7","04096","5"
"2673","M","35","7","77040","5"
"2674","M","25","4","94110","5"
"2675","M","35","18","98664","5"
"2676","M","56","20","78731","5"
"2677","F","35","7","66204","5"
"2678","M","25","6","49707","5"
"2679","F","18","4","02143","5"
"2680","M","25","12","01864","5"
"2681","F","25","4","48823","5"
"2682","M","18","4","43210","5"
"2683","M","35","7","60188","5"
"2684","F","18","0","19143","5"
"2685","M","45","7","02116","5"
"2686","M","25","0","85283","5"
"2687","M","1","10","08805","5"
"2688","M","25","17","54915","5"
"2689","M","25","12","27511","5"
"2690","M","25","7","24210","5"
"2691","M","18","4","06459","5"
"2692","F","18","4","14620","5"
"2693","M","56","13","72949","5"
"2694","M","18","4","90024","5"
"2695","M","35","11","46033","5"
"2696","M","25","7","24210","5"
"2697","F","50","17","87031","5"
"2698","F","25","2","10028","5"
"2699","F","56","13","74128","5"
"2700","M","25","7","30117","5"
"2701","M","45","1","60115","5"
"2702","M","45","6","65201","5"
"2703","M","35","11","52803","5"
"2704","M","56","13","72764","5"
"2705","M","25","1","27713","5"
"2706","F","25","1","27713","5"
"2707","M","56","13","24060","5"
"2708","M","25","7","44115","5"
"2709","F","25","0","60660","5"
"2710","M","35","17","94303","5"
"2711","F","25","4","01075","5"
"2712","F","18","19","33953","5"
"2713","M","25","7","96811","5"
"2714","M","18","4","96815","5"
"2715","F","50","4","96822","5"
"2716","F","50","4","96825","5"
"2717","M","25","4","96826","5"
"2718","F","25","4","96817","5"
"2719","M","25","12","98100","5"
"2720","M","35","0","20795","5"
"2721","M","45","14","19382","5"
"2722","M","35","7","22043","5"
"2723","F","25","9","28147","5"
"2724","F","45","2","27514","5"
"2725","M","35","7","30071","5"
"2726","M","45","11","02155","5"
"2727","M","25","11","60603","5"
"2728","M","35","12","27614","5"
"2729","M","50","7","17402","5"
"2730","M","35","11","48640","5"
"2731","M","35","7","11050","5"
"2732","M","45","17","92805","5"
"2733","M","45","17","94002","5"
"2734","F","18","4","02912","5"
"2735","M","25","7","22903","5"
"2736","M","45","12","80303","5"
"2737","M","25","3","50311","5"
"2738","F","50","2","22181","5"
"2739","F","35","7","92316","5"
"2740","M","45","17","22181","5"
"2741","M","25","14","60614","5"
"2742","M","25","17","36092","5"
"2743","M","25","14","72601","5"
"2744","M","18","17","53818","5"
"2745","F","35","1","30345","5"
"2747","F","18","4","90025","5"
"2748","M","25","4","85719","5"
"2749","M","25","12","10025","5"
"2750","F","25","15","91360","5"
"2751","F","25","16","28120","5"
"2752","M","25","15","77006","5"
"2753","F","50","20","27516","5"
"2754","M","50","12","60148","5"
"2755","M","35","7","29631","5"
"2756","M","18","4","97331","5"
"2757","M","25","2","10023","5"
"2758","M","56","8","12436","5"
"2759","M","25","7","36102","5"
"2760","M","56","0","01886","5"
"2761","M","35","6","80917","5"
"2762","M","50","16","63131","5"
"2763","F","18","4","48104","5"
"2764","M","25","7","91403","5"
"2765","M","50","7","02420","5"
"2766","M","45","7","55016","5"
"2767","M","25","0","99163","5"
"2768","M","25","17","90210","5"
"2769","M","25","7","20170","5"
"2770","M","35","1","14260","5"
"2771","M","18","1","92037","5"
"2772","M","35","17","10025","5"
"2773","M","35","2","78766","5"
"2774","M","25","1","92103","5"
"2775","F","18","4","90038","5"
"2776","M","25","14","22205","5"
"2777","M","18","4","95326","5"
"2778","M","56","13","94025","5"
"2779","M","35","7","10040","5"
"2780","M","25","17","94133","5"
"2781","M","35","4","45205","5"
"2782","F","18","4","48858","5"
"2783","M","45","17","78750","5"
"2784","M","50","20","20007","5"
"2785","M","56","13","29928","5"
"2786","M","25","4","60201","5"
"2787","M","25","4","60614","5"
"2788","M","56","1","90049","5"
"2789","M","18","4","90025","5"
"2790","M","25","20","85013","5"
"2791","M","56","7","10023","5"
"2792","M","18","4","02452","5"
"2793","M","35","7","70116","5"
"2794","M","25","2","20036","5"
"2795","M","50","13","33710","5"
"2796","M","25","14","92104","5"
"2797","F","25","7","94043","5"
"2798","M","35","20","10038","5"
"2799","M","18","0","55404","5"
"2800","F","18","4","73070","5"
"2801","F","25","3","12866","5"
"2802","M","35","20","10036","5"
"2803","M","25","7","94022","5"
"2804","F","35","0","46234","5"
"2805","M","56","19","06040","5"
"2806","M","1","10","15208","5"
"2807","F","35","11","22043","5"
"2808","M","56","16","60610","5"
"2809","M","25","7","10016","5"
"2810","F","1","10","64093","5"
"2811","M","25","19","94122","5"
"2812","M","25","17","60607","5"
"2813","M","25","20","55406","5"
"2814","M","35","7","02127","5"
"2815","M","35","17","60477","5"
"2816","M","25","7","60015","5"
"2817","M","35","12","53130","5"
"2818","M","25","12","55106","5"
"2819","M","45","14","44122","5"
"2820","F","35","0","02138","5"
"2821","M","18","20","10036","5"
"2822","M","50","7","10003","5"
"2823","M","25","4","02452","5"
"2824","M","18","4","02111","5"
"2825","F","25","20","94014","5"
"2826","M","35","12","10011","5"
"2827","M","25","17","94063","5"
"2828","M","18","4","02454","5"
"2829","M","45","20","10013","5"
"2830","M","35","7","94506","5"
"2831","M","25","0","32225","5"
"2832","M","25","17","20036","5"
"2833","M","25","15","85003","5"
"2834","M","35","1","33304","5"
"2835","M","35","20","60622","5"
"2836","M","25","12","07974","5"
"2837","M","18","0","49506","5"
"2838","M","18","1","95864","5"
"2839","M","25","17","10003","5"
"2840","M","25","0","60660","5"
"2841","M","50","12","98056","5"
"2842","M","35","17","30145","5"
"2843","F","25","4","78705","5"
"2844","M","25","20","87103","5"
"2845","M","25","4","74074","5"
"2846","F","18","4","91604","5"
"2847","M","18","4","10027","5"
"2848","M","25","0","47401","5"
"2849","M","45","11","94114","5"
"2850","M","18","20","94608","5"
"2851","F","25","7","94107","5"
"2852","M","25","12","98037","5"
"2854","F","18","4","64151","5"
"2855","M","25","4","94102","5"
"2856","M","35","11","22030","5"
"2857","M","25","0","10469","5"
"2858","F","1","10","72601","5"
"2859","M","18","1","95814","5"
"2860","M","35","17","20009","5"
"2861","M","25","15","06510","5"
"2862","M","45","7","55066","5"
"2863","F","25","2","27705","5"
"2864","F","35","3","11725","5"
"2865","F","25","6","21014","5"
"2866","M","25","7","53717","5"
"2867","M","45","17","15204","5"
"2868","M","35","12","94025","5"
"2869","M","50","17","07650","5"
"2870","M","50","18","95472","5"
"2871","F","25","14","98110","5"
"2872","M","25","20","94014","5"
"2873","F","18","4","64093","5"
"2874","F","35","20","20036","5"
"2875","M","25","2","10013","5"
"2876","M","25","17","02149","5"
"2877","M","35","1","80687","5"
"2878","F","50","20","88005","5"
"2879","M","18","4","60062","5"
"2880","M","18","12","55405","5"
"2881","F","25","12","77019","5"
"2882","M","18","20","78759","5"
"2883","M","18","20","30101","5"
"2884","F","50","3","53222","5"
"2885","F","18","1","80302","5"
"2886","M","18","4","60073","5"
"2887","M","25","3","66205","5"
"2888","M","25","14","55438","5"
"2889","M","35","3","55104","5"
